gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,1,0.3194444444444444,0,0,1,1,0,1,0,0,0,0.22321873442949672,0.10715439649203785,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.1388888888888889,1,0,0,0,0,0,0,0,1,0.01544593921275536,0.020534271867066696,0,0,0,1,1,0,0,1,0,0,0
1,0,0,0,0.986111111111111,1,1,0,1,0,0,0,0,1,0.6058794220229198,0.6385529656127394,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,0,0.6836073741903338,0.7206323563351027,0,1,0,0,0,0,1,1,0,0,0
1,1,1,0,0.09722222222222221,1,0,0,0,0,0,1,1,1,0.7050323866467364,0.06769559196861298,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.5972222222222222,1,1,1,0,1,0,1,1,1,0.617339312406577,0.41112393261020075,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0.5138888888888888,1,0,1,1,0,0,1,1,0,0.5665171898355754,0.3046388183706439,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.6944444444444444,1,1,0,1,1,1,1,1,1,0.6567015445939214,0.47837525963535654,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0,0.8333333333333333,1,1,0,0,1,1,1,1,1,0.8744394618834082,0.741126240480037,1,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0.3472222222222222,1,0,0,1,1,0,1,0,1,0.7065271549576483,0.25836025848142163,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,1.0,1,1,1,0,0,0,0,0,0,0.36920777279521677,0.45751211631663974,0,1,0,0,0,0,1,1,0,0,0
0,0,1,0,0.5972222222222222,0,0,1,0,0,1,0,0,0,0.1569506726457399,0.17153819524578814,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.2361111111111111,1,0,0,0,0,0,0,0,0,0.028400597907324382,0.042320563120240025,0,0,0,1,1,0,0,0,1,0,0
0,0,1,1,0.6527777777777778,0,0,1,1,1,0,1,1,1,0.4160438465371201,0.31731479344564967,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,0.7777777777777777,1,0,0,1,1,1,0,0,1,0.6736422521175884,0.5510039233787215,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0.9583333333333333,1,1,0,1,1,0,0,0,1,0.6691579471848531,0.6751211631663974,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0,0.986111111111111,1,1,1,1,1,1,0,0,1,0.778276033881415,0.778692591737826,0,0,1,0,0,0,1,0,1,0,0
1,0,1,1,0.09722222222222221,0,0,1,1,1,0,0,0,0,0.2022919780767314,0.030140780060004615,0,1,0,0,0,0,1,0,0,0,1
1,0,1,1,0.3333333333333333,1,1,1,0,0,0,1,1,0,0.5635276532137519,0.20798522963304872,0,1,0,0,0,1,0,0,0,0,1
1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9715994020926757,0.9670378490653126,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,0.41666666666666663,1,0,0,0,0,0,0,0,0,0.01544593921275536,0.06437225940456959,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0.8333333333333333,0,0,1,0,1,0,0,1,1,0.2610861983059293,0.31792060927763677,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0.4444444444444444,1,1,0,1,0,0,1,1,1,0.8031888390632785,0.3543503346411262,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.611111111111111,1,0,0,0,1,0,0,0,0,0.5540607872446437,0.35813524117239787,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.1388888888888889,1,1,1,0,0,0,1,1,1,0.8171400099651221,0.12068428340641589,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.1388888888888889,1,1,0,0,0,0,0,0,0,0.07822620827105134,0.023857604431110086,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,1,1,0.6985550572994519,0.008025617355181168,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.013888888888888888,1,1,0,0,1,0,0,0,0,0.3597409068261087,0.004102238633741057,1,1,0,0,1,0,0,0,0,1,0
1,0,1,0,0.16666666666666666,1,0,0,1,0,0,0,1,1,0.6656701544593921,0.1132010154627279,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.9305555555555555,1,1,0,0,0,0,0,0,1,0.06626806178375683,0.1917205169628433,0,0,0,1,0,0,1,0,0,0,1
1,0,1,0,0.7638888888888888,1,1,0,0,1,1,1,1,1,0.8560039860488291,0.6605411954765752,1,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.4722222222222222,1,1,0,1,0,0,0,1,0,0.7035376183358246,0.34403992614816525,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.15277777777777776,1,0,0,0,1,1,0,0,0,0.3542600896860987,0.07301523194091854,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,0.4861111111111111,1,0,0,0,0,0,0,0,0,0.013452914798206289,0.07710016155088854,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0.3611111111111111,1,0,0,0,0,0,0,0,1,0.008968609865470822,0.05734479575351951,0,0,0,1,0,0,1,0,1,0,0
0,1,0,0,0.6944444444444444,1,1,0,0,1,1,1,1,1,0.8639760837070254,0.6004558042926379,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.2361111111111111,1,0,0,0,0,1,0,0,0,0.3313403089187843,0.10174244172628664,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,1.0,1,1,1,0,1,1,1,1,1,0.9332336821126059,0.9291772444034156,0,0,1,0,0,0,1,0,1,0,0
1,0,0,0,0.15277777777777776,0,0,0,1,1,0,0,0,0,0.1639262580966617,0.0420897761366259,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0.15277777777777776,1,0,0,0,0,0,1,1,0,0.7120079720976582,0.1187283637202862,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,0.4722222222222222,0,0,1,0,0,0,0,0,0,0.12107623318385649,0.10614470343872606,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.6347782760338815,0.007287099007615971,1,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.9444444444444444,1,1,0,1,1,1,1,1,1,0.9142999501743896,0.8761885529656128,1,0,1,0,0,0,1,1,0,0,0
0,0,1,1,0.9444444444444444,1,1,0,1,1,1,1,1,0,0.6681614349775785,0.6394184168012924,0,1,0,0,0,0,1,1,0,0,0
1,0,1,1,0.3194444444444444,1,0,0,0,0,0,0,0,0,0.01395117090184353,0.04824601892453266,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.5191828599900349,0.013876067389799216,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.125,0,0,0,0,0,0,1,1,1,0.27055306427503734,0.04615739672282484,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.41666666666666663,1,1,1,0,1,0,1,1,1,0.6083707025411061,0.2779021463189476,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0,0.9583333333333333,1,1,0,1,0,1,1,1,0,0.8684603886397608,0.8054638818370644,0,0,1,0,0,0,1,0,1,0,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5146985550572996,0.0058966074313408735,1,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.6666666666666666,1,0,0,1,0,0,0,1,1,0.40558046836073747,0.3197438264481883,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.8472222222222222,1,1,1,1,0,0,0,0,0,0.41405082212257094,0.4180360027694438,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.008470353761833582,3.4618047542118394e-05,1,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0.013888888888888888,1,0,0,0,0,0,1,0,1,0.36920777279521677,0.004211862450957765,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,0.1111111111111111,1,1,0,0,0,0,0,0,1,0.5680119581464873,0.06437802907915995,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.20833333333333331,1,0,0,0,0,0,0,0,1,0.5017438963627304,0.12575582737133625,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.2600896860986547,0.0029483037156704363,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.8333333333333333,1,1,0,1,1,0,1,1,1,0.8734429496761336,0.7359393030233095,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.4722222222222222,1,1,0,1,0,0,1,1,1,0.7917289486796214,0.3913224094161089,0,0,1,0,1,0,0,1,0,0,0
1,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.26905829596412556,0.003052157858296792,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.986111111111111,1,1,0,1,1,1,1,1,1,0.9267563527653213,0.9191495499653819,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,0.7083333333333333,1,1,0,0,0,1,0,0,1,0.6228201295465869,0.47289406877452106,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.8194444444444444,1,0,1,0,1,0,0,0,1,0.6278026905829597,0.5331929379183014,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,0,0.01544593921275536,0.05266558966074314,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.5138888888888888,1,0,1,1,1,1,0,0,0,0.47184853014449424,0.26482806369720746,0,1,0,0,0,0,1,1,0,0,0
1,0,0,1,0.013888888888888888,1,0,0,0,0,1,0,1,1,0.4115595416043847,0.00470228479113778,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.019431988041853504,0.004258019847680591,0,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0.5694444444444444,1,0,0,0,1,0,1,1,1,0.7638266068759343,0.4418647588276021,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.986111111111111,1,0,0,0,0,0,0,0,1,0.01644245142002987,0.15420032310177706,0,0,0,1,0,0,1,0,1,0,0
1,1,1,0,1.0,0,0,1,1,1,1,1,1,1,0.46537120079720984,0.5224094161089314,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,0.9305555555555555,1,0,0,0,0,0,0,0,0,0.01395117090184353,0.15190399261481655,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0.9722222222222222,1,1,0,0,0,0,0,0,0,0.06875934230194317,0.20440226171243944,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06626806178375683,0.21237018232171706,0,0,0,1,0,0,1,0,0,0,1
0,1,1,0,0.19444444444444442,1,1,0,1,0,0,1,1,1,0.8166417538614849,0.15589660743134087,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.4305555555555555,1,1,0,0,0,0,0,0,0,0.07473841554559044,0.08502192476344335,0,0,0,1,0,0,1,0,0,0,1
0,1,1,0,0.5833333333333333,1,0,1,0,0,0,0,0,1,0.5570503238664675,0.37048234479575354,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0.7916666666666666,0,0,0,1,1,1,1,1,1,0.39113104135525667,0.37469997692130164,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.008470353761833582,0.003831063927994461,0,0,0,1,0,0,1,0,0,0,1
0,0,1,1,0.4444444444444444,1,1,0,0,1,0,0,1,1,0.7254608868958645,0.33876067389799214,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.736111111111111,1,0,0,0,0,0,0,0,1,0.01594419531639263,0.11777636741287793,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0.6033881415047334,0.006923609508423725,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.3333333333333333,1,1,0,1,1,0,1,1,1,0.8560039860488291,0.28569697669051464,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.2361111111111111,1,1,0,0,0,0,1,1,0,0.7409068261086198,0.1801177013616432,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.08333333333333333,1,1,0,0,0,0,0,0,1,0.30592924763328355,0.029361873990306948,0,1,0,0,1,0,0,0,1,0,0
1,0,1,0,0.15277777777777776,1,0,0,0,0,0,0,0,1,0.022919780767314407,0.019172628663743363,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9900348779272545,0.9566235864297253,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0.041666666666666664,1,0,0,0,1,0,1,1,1,0.5151968111609367,0.02326909762289407,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.5555555555555556,0,0,0,1,0,1,0,0,0,0.17688091679123066,0.1574082621740134,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,0.9444444444444444,1,1,0,1,1,1,0,0,0,0.7169905331340309,0.7245384260327717,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.019431988041853504,0.029361873990306948,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,0.06944444444444445,1,1,0,1,0,0,0,0,1,0.6168410563029398,0.04225709669974614,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.012954658694568993,0.023580660050773136,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0.0179372197309417,0.042672513270251566,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.022919780767314407,0.03198130625432726,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,0.41666666666666663,1,1,0,0,1,0,1,1,1,0.815146985550573,0.3493364874221094,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,1,0.012456402590931726,0.05740826217401339,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2580966616841056,0.002925225017309023,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,1.0,1,1,0,0,0,0,0,0,1,0.06925759840558046,0.20541195476575122,0,0,0,1,0,0,1,1,0,0,0
0,1,0,0,0.7777777777777777,1,1,0,1,1,0,1,1,0,0.8619830592924764,0.6718843757212094,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.5555555555555556,1,0,0,0,0,0,0,0,0,0.01395117090184353,0.09363604892684053,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,0.011958146487294458,0.01092776367412878,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,0.3333333333333333,1,1,0,1,0,0,1,0,1,0.7204783258594918,0.2612220170782368,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.5833333333333333,1,1,1,1,1,0,0,1,1,0.8046836073741903,0.4938437572120932,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,1.0,1,1,1,1,0,1,1,1,0,0.6756352765321375,0.7259231479344564,0,1,0,0,0,0,1,0,1,0,0
0,1,1,0,0.4444444444444444,1,1,0,0,0,0,1,0,1,0.674638764324863,0.3011539349180706,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.986111111111111,1,1,1,1,1,1,0,0,0,0.5266567015445939,0.6007558273713363,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0.1388888888888889,1,0,1,0,0,1,1,0,0,0.4384653712007972,0.06856104315716595,0,1,0,0,1,0,0,1,0,0,0
1,0,1,1,0.6388888888888888,1,0,1,0,1,1,1,1,0,0.6253114100647733,0.44167435956612044,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0,0.18055555555555555,0,0,0,0,1,0,1,1,1,0.30393622321873437,0.07092084006462036,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.8055555555555555,1,0,1,1,1,0,1,1,1,0.8789237668161436,0.7070216939764598,1,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.736111111111111,1,1,0,1,1,1,0,1,1,0.5545590433482811,0.4545868912993307,0,1,0,0,0,0,1,1,0,0,0
1,0,1,1,0.7777777777777777,1,1,0,1,0,1,1,0,1,0.7842551071250623,0.6246711285483498,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0.7916666666666666,0,0,0,0,0,0,1,1,1,0.2650722471350274,0.29473228709900756,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.5277777777777778,1,0,1,1,0,1,1,0,0,0.5216741405082211,0.31033925686591274,0,1,0,0,0,1,0,0,0,0,1
1,1,1,0,0.4861111111111111,1,1,0,0,1,0,1,1,1,0.8226208271051321,0.3944957304408031,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.8333333333333333,1,0,1,0,1,1,1,1,1,0.8639760837070254,0.7175109623817216,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.611111111111111,1,0,0,0,0,0,0,0,0,0.012456402590931726,0.0942418647588276,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,0.013888888888888888,1,1,0,1,0,0,0,0,0,0.3592426507224713,0.004096468959150703,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,1.0,1,1,1,1,0,1,0,0,1,0.7184853014449427,0.7552042464804984,0,0,1,0,0,0,1,1,0,0,0
1,0,1,1,0.013888888888888888,0,0,0,1,0,0,0,0,0,0.11908320876930742,0.0013154858066005077,1,1,0,0,1,0,0,0,0,1,0
1,0,1,1,0.9722222222222222,1,1,0,0,0,0,0,0,0,0.0707523667164923,0.1957477498269098,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.6527777777777778,1,1,1,1,0,0,1,0,0,0.7628300946686597,0.5212381721670898,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,0.1111111111111111,1,0,0,0,0,0,1,0,1,0.6198305929247634,0.06515693514885762,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0.986111111111111,1,1,0,1,0,1,1,1,1,0.8560039860488291,0.8477382875605817,0,0,1,0,0,0,1,0,1,0,0
0,0,1,1,0.41666666666666663,1,0,0,0,0,0,0,0,0,0.010463378176382654,0.06740133856450496,0,0,0,1,0,0,1,0,0,0,1
1,1,1,0,0.4444444444444444,1,1,0,1,1,0,1,1,0,0.877927254608869,0.40410223863374106,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.29166666666666663,1,0,0,0,1,0,0,1,0,0.43248629795715,0.15864297253634896,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,0,0.3218734429496761,0.003663743364874221,1,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0.6388888888888888,1,0,0,1,0,0,1,1,0,0.7673143996013951,0.5083544888068313,1,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.9583333333333333,1,0,0,0,0,0,0,0,0,0.01145989038365719,0.15317332102469422,0,0,0,1,0,0,1,0,0,0,1
0,0,1,0,0.3194444444444444,1,1,0,0,0,1,1,1,1,0.5520677628300947,0.18739326102007847,0,1,0,0,1,0,0,0,1,0,0
0,0,1,0,0.3055555555555555,1,0,0,1,1,0,0,0,1,0.36322869955156956,0.13385068082160168,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,0.8888888888888888,1,0,1,0,1,0,1,1,1,0.8046836073741903,0.7335564274174937,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0.9027777777777777,1,1,1,0,1,1,0,1,0,0.5769805680119582,0.5666685898915301,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,0.38888888888888884,1,1,0,0,0,0,0,0,0,0.3153961136023916,0.16056427417493654,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,1,0.06776283009466866,0.004333025617355182,1,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.3194444444444444,1,1,0,0,0,0,0,1,0,0.6711509715994021,0.21343180244634205,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0.1388888888888889,1,0,0,1,1,1,1,0,1,0.7399103139013453,0.10561966305100394,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0.986111111111111,1,1,0,0,1,0,1,1,0,0.8550074738415545,0.8533060235402724,0,0,1,0,0,0,1,1,0,0,0
1,1,0,0,0.8888888888888888,1,0,0,0,0,0,0,0,1,0.0179372197309417,0.13607777521347797,0,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0.3611111111111111,1,0,0,1,1,0,0,0,1,0.37668161434977576,0.17705977382875607,0,1,0,0,0,1,0,0,0,0,1
0,0,1,1,0.7222222222222222,1,0,0,0,0,0,0,0,0,0.01594419531639263,0.1213593353334872,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,0.041666666666666664,1,0,0,1,0,0,1,1,1,0.7658196312904832,0.03330256173551812,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.6905829596412556,0.7436360489268405,0,1,0,0,0,0,1,1,0,0,0
0,0,1,1,1.0,1,1,0,1,0,1,1,1,1,0.6048829098156453,0.659052619432264,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,0.9166666666666666,0,0,1,0,1,1,1,1,1,0.42949676133532644,0.4817216708977613,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0.20833333333333331,1,0,0,1,0,0,1,0,1,0.6472346786248132,0.12822524809600738,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.5117090184354758,0.02176321255481191,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1.0,1,1,1,1,0,0,0,1,1,0.7593423019431988,0.7965497345949688,0,0,1,0,0,0,1,0,1,0,0
1,0,0,0,0.125,1,1,0,1,0,0,1,1,1,0.807673143996014,0.10384837295176552,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,0,0.016940707523667137,0.010477729056081235,0,0,0,1,1,0,0,0,0,0,1
0,0,0,0,0.027777777777777776,1,0,0,1,0,0,0,0,1,0.31240657698056806,0.011066235864297256,1,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.6388888888888888,1,1,0,0,0,0,0,0,0,0.06626806178375683,0.13339487652896376,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,0.38888888888888884,1,1,0,1,1,1,0,0,0,0.4603886397608371,0.21333948765289637,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.4722222222222222,1,1,0,0,0,0,1,0,0,0.6686596910812157,0.33207939072236325,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.06944444444444445,0,0,0,1,0,0,1,1,1,0.3258594917787744,0.024301869374567277,0,1,0,0,1,0,0,0,1,0,0
0,0,1,1,0.06944444444444445,1,0,0,0,0,1,1,0,1,0.672645739910314,0.052175167320563126,1,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0.18055555555555555,1,1,1,1,0,0,0,1,0,0.7528649725959143,0.14334179552273252,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.9305555555555555,1,1,1,0,0,1,1,1,0,0.8814150473343298,0.8066812831756289,0,0,1,0,0,0,1,0,1,0,0
0,0,1,0,0.9305555555555555,1,1,1,1,1,0,0,0,0,0.47234678624813164,0.4966593584121856,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,0.8888888888888888,1,1,0,0,1,1,1,1,0,0.8355754857997011,0.7695938149088392,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,0.8194444444444444,1,1,0,0,0,0,0,1,0,0.6706527154957648,0.5845661204708054,1,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.25610363726955654,0.002902146318947612,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.05779770802192327,0.000605815831987076,1,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0.4444444444444444,1,1,1,0,0,0,1,0,0,0.7110114598903836,0.33267943687976,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0,0.861111111111111,1,0,1,0,1,1,1,1,1,0.6148480318883907,0.5539983844911147,0,1,0,0,0,0,1,0,1,0,0
0,0,1,0,0.027777777777777776,1,0,1,1,0,0,1,0,0,0.7184853014449427,0.019813062543272558,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.6666666666666666,1,1,0,0,1,1,0,1,1,0.5112107623318386,0.3942764828063697,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0.16666666666666666,1,1,0,1,0,0,1,0,1,0.7279521674140508,0.12412877913685669,1,0,1,0,1,0,0,0,0,1,0
1,1,1,0,0.375,1,1,1,0,1,0,0,0,1,0.6741405082212258,0.25401569351488573,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0.986111111111111,1,1,1,0,1,1,0,1,0,0.8191330343796712,0.8240133856450496,0,0,1,0,0,0,1,0,0,1,0
0,0,1,1,0.2222222222222222,0,0,0,0,0,0,0,1,1,0.17189835575485798,0.06160858527579045,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,0.7777777777777777,0,0,1,1,0,1,1,0,1,0.3363228699551569,0.3307292868682206,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0.06944444444444445,1,0,0,1,0,0,1,0,1,0.6681614349775785,0.04634779598430649,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.06944444444444445,1,0,1,0,1,0,0,0,1,0.3741903338315894,0.029488806831294716,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,0.7222222222222222,1,0,1,0,1,1,1,1,1,0.8589935226706529,0.6303311793214863,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,0.1111111111111111,1,0,1,0,0,0,1,0,0,0.4250124564025909,0.06152204015693516,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0.006975585450921751,0.035541195476575124,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0.861111111111111,1,1,1,1,0,0,1,1,1,0.8694569008470354,0.7464112624048004,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.16666666666666666,1,1,0,1,0,0,0,1,1,0.7065271549576483,0.11986498961458573,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.06944444444444445,1,0,0,1,0,0,0,1,1,0.6706527154957648,0.0449688437572121,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.16666666666666666,1,0,1,0,0,1,0,0,0,0.6238166417538614,0.09781329333025618,1,0,1,0,1,0,0,1,0,0,0
1,1,1,0,0.5972222222222222,1,0,0,1,1,0,1,1,1,0.8201295465869456,0.49448419109162245,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,0.9583333333333333,1,1,0,1,0,1,1,0,1,0.739412057797708,0.7433360258481422,0,0,1,0,0,0,1,0,0,0,1
